,ID,ACTIVITY,GOOD,SUFFICIENT
901244,5121995,1,1,0
901305,5121998,1,1,0
901347,5121999,1,1,0
901393,5122000,1,1,0
901445,5122001,1,1,0
901487,5122002,1,0,1
901506,5122003,1,1,0
901537,5122005,1,0,1
901554,5122007,1,0,1
901560,5122010,1,1,0
901575,5122011,1,1,0
901629,5122012,1,0,1
901642,5122013,1,0,1
901651,5122014,1,0,1
901665,5122015,1,0,1
901674,5122016,1,1,0
901684,5122017,1,0,1
901693,5122018,1,1,0
901708,5122019,1,1,0
901725,5122020,1,1,0
901747,5122021,1,1,0
901781,5122022,1,1,0
901841,5122023,1,1,0
901878,5122024,1,1,0
901899,5122025,1,0,1
901910,5122026,1,1,0
901939,5122027,1,0,1
901944,5122030,1,1,0
902002,5122032,1,1,0
902047,5122033,1,1,0
902092,5122034,1,1,0
902137,5122035,1,1,0
902158,5122036,1,1,0
902174,5122040,1,1,0
902220,5122041,1,1,0
902265,5122042,1,0,1
902314,5122047,1,1,0
902372,5122048,1,0,1
902395,5122050,1,1,0
902447,5122051,1,1,0
902499,5122052,1,1,0
902502,5122055,1,1,0
902528,5122056,1,1,0
902568,5122057,1,1,0
902613,5122058,1,1,0
902667,5122059,1,0,1
902678,5122060,1,1,0
902726,5122061,1,1,0
902744,5122062,1,1,0
902766,5122063,1,1,0
902797,5122065,1,1,0
902822,5122066,1,1,0
902836,5122067,1,1,0
902853,5122068,1,0,1
902867,5122069,1,1,0
902883,5122070,1,1,0
902936,5122072,1,1,0
902990,5122073,1,1,0
903025,5122074,1,0,0
903031,5122075,1,0,1
903054,5122076,1,1,0
903062,5122077,1,0,1
903074,5122078,1,0,1
903082,5122079,1,0,1
903090,5122080,1,0,0
903113,5122081,1,1,0
903152,5122082,1,1,0
903175,5122083,1,1,0
903227,5122084,1,0,1
903235,5122087,1,1,0
903238,5122090,1,1,0
903288,5122095,1,1,0
903305,5122096,1,1,0
903334,5122097,1,1,0
903382,5122099,1,0,1
903411,5122100,1,0,1
903420,5122101,1,1,0
903469,5122102,1,1,0
903526,5122103,1,1,0
903577,5122104,1,1,0
903617,5122105,1,1,0
903665,5122106,1,0,1
903690,5122107,1,1,0
903707,5122108,1,1,0
903738,5122109,1,1,0
903776,5122110,1,1,0
903814,5122111,1,1,0
903855,5122112,1,1,0
903885,5122113,1,0,1
903893,5122114,1,0,1
903911,5122115,1,0,1
903953,5122122,1,1,0
904000,5122123,1,0,1
904029,5122124,1,1,0
904058,5122125,1,0,1
904118,5122126,1,1,0
904148,5122128,1,1,0
904172,5122129,1,1,0
904215,5122130,1,0,1
904243,5122131,1,1,0
904295,5122132,1,0,1
904316,5122133,1,0,0
904323,5122134,1,1,0
904366,5122135,1,1,0
904383,5122136,1,1,0
904394,5122138,1,0,1
904402,5122139,1,0,1
904429,5122140,1,1,0
904476,5122142,0,1,0
904518,5122143,0,1,0
904525,5122144,0,1,0
904557,5122145,1,1,0
904592,5122146,0,0,1
904597,5122147,0,0,1
904606,5122148,1,1,0
904623,5122149,0,0,0
904641,5122150,0,1,0
904678,5122153,1,1,0
904708,5122154,1,1,0
904751,5122156,1,1,0
904762,5122157,1,1,0
904764,5122158,1,1,0
904775,5122159,1,0,1
904784,5122160,1,1,0
904793,5122161,1,0,1
904802,5122162,1,0,0
904811,5122163,1,0,0
904821,5122164,1,0,1
904839,5122165,1,1,0
904860,5122166,1,1,0
904898,5122167,1,0,1
904926,5122168,1,0,1
904948,5122169,1,1,0
905007,5122170,1,0,1
905014,5122171,1,1,0
905033,5122172,1,0,1
905089,5122173,1,1,0
905142,5122174,1,1,0
905161,5122175,1,1,0
905202,5122176,1,0,1
905208,5122177,1,0,1
905214,5122178,1,0,1
905245,5122180,1,1,0
905255,5122181,1,0,1
905274,5122182,1,1,0
905305,5122183,1,1,0
905336,5122184,1,1,0
905375,5122185,1,1,0
905403,5122186,1,0,1
905449,5122187,1,0,1
905487,5122188,1,1,0
905514,5122189,1,1,0
905529,5122190,1,0,1
905547,5122191,1,1,0
905591,5122193,1,1,0
905601,5122194,1,1,0
905636,5122195,1,1,0
905646,5122196,1,1,0
905662,5122197,1,1,0
905697,5122198,1,0,1
905742,5122199,1,1,0
905771,5122200,1,0,1
905829,5122203,0,1,0
905862,5122204,1,0,1
905866,5122205,1,0,1
905874,5122206,1,1,0
905877,5122207,1,1,0
905883,5122210,1,0,1
905913,5122211,1,0,1
905937,5122212,1,1,0
905978,5122213,1,0,1
905983,5122214,1,0,1
906002,5122216,1,1,0
906032,5122217,1,1,0
906062,5122218,1,0,1
906069,5122219,1,1,0
906105,5122220,1,1,0
906149,5122221,1,1,0
906169,5122222,1,1,0
906206,5122223,1,0,1
906217,5122228,1,0,1
906225,5122229,1,0,1
906240,5122230,1,1,0
906271,5122231,1,1,0
906313,5122232,0,1,0
906323,5122233,0,0,1
906342,5122234,0,0,1
906349,5122235,0,0,1
906368,5122236,1,1,0
906388,5122239,1,1,0
906418,5122240,1,1,0
906454,5122241,1,1,0
906500,5122242,1,1,0
906555,5122243,1,0,1
906561,5122244,1,1,0
906586,5122245,1,1,0
906614,5122246,1,1,0
906637,5122247,1,0,1
906659,5122248,1,0,1
906671,5122249,1,1,0
906689,5122250,1,1,0
906725,5122252,1,1,0
906756,5122253,1,0,0
906777,5122254,1,0,0
906786,5122255,1,0,0
906807,5122256,1,0,0
906825,5122257,1,1,0
906834,5122258,1,0,1
906843,5122259,1,0,1
906851,5122260,1,0,1
906856,5122261,1,1,0
906859,5122262,1,0,1
906868,5122263,1,1,0
906880,5122264,1,1,0
906913,5122265,1,1,0
906953,5122267,1,1,0
907000,5122269,1,1,0
907029,5122270,1,1,0
907069,5122271,1,1,0
907114,5122272,1,0,1
907143,5122273,1,0,1
907149,5122274,1,1,0
907210,5122275,1,1,0
907260,5122276,1,1,0
907271,5122277,1,1,0
907306,5122278,1,1,0
907308,5122279,1,0,1
907335,5122280,1,1,0
907356,5122281,1,1,0
907371,5122282,1,1,0
907393,5122283,1,1,0
907418,5122284,1,1,0
907447,5122285,1,0,1
907469,5122286,1,0,1
907510,5122287,1,1,0
907514,5122288,1,0,1
907554,5122292,1,0,1
907608,5122293,1,0,1
907655,5122294,1,1,0
907705,5122295,1,1,0
907713,5122296,1,1,0
907724,5122299,1,1,0
907783,5122300,1,0,1
907839,5122301,1,0,1
907861,5122304,1,1,0
907920,5122307,1,1,0
907973,5122308,1,1,0
908015,5122309,1,0,1
908028,5122310,1,1,0
908054,5122311,1,1,0
908088,5122312,1,0,0
908125,5122313,1,1,0
908183,5122314,1,1,0
908241,5122315,1,1,0
908292,5122317,1,0,1
908319,5122318,1,0,1
908337,5122319,1,0,1
908355,5122320,1,0,0
908365,5122321,1,1,0
908391,5122322,1,0,1
908422,5122323,1,1,0
908476,5122324,1,1,0
908504,5122327,1,1,0
908552,5122328,1,0,1
908566,5122329,1,1,0
908599,5122330,1,0,1
908617,5122331,1,0,1
908638,5122332,1,0,1
908674,5122334,1,0,0
908684,5122335,1,1,0
908724,5122336,1,0,1
908773,5122338,1,0,0
908797,5122339,1,1,0
908850,5122340,1,1,0
908900,5122341,1,1,0
908960,5122344,1,1,0
908993,5122345,1,1,0
909017,5122346,1,1,0
909059,5122347,1,1,0
909074,5122348,1,0,1
909087,5122349,1,0,1
909101,5122355,1,1,0
909127,5122356,1,0,1
909142,5122357,1,0,1
909148,5122358,1,1,0
909206,5122359,1,1,0
909213,5122360,1,1,0
909216,5122361,1,0,0
909222,5122362,1,0,0
909228,5122363,1,0,1
909238,5122364,1,1,0
909280,5122365,1,1,0
909285,5125120,0,0,1
909317,5125121,1,0,1
909325,5125122,1,1,0
909330,5125123,1,1,0
909333,5125124,1,1,0
909348,5125125,1,0,1
909366,5125126,0,0,1
909384,5125127,1,1,0
909428,5125129,0,0,1
909435,5125130,1,0,1
909442,5125133,1,1,0
909478,5125134,1,1,0
909514,5125136,1,0,1
909523,5125137,1,0,0
909533,5125140,0,0,1
909544,5125141,1,1,0
909604,5125143,1,1,0
909658,5125145,1,1,0
909673,5125147,1,0,0
909683,5125148,1,1,0
909727,5125154,1,1,0
909743,5125156,1,1,0
909787,5125157,0,1,0
909819,5125158,1,1,0
909846,5125159,1,1,0
909853,5125160,1,0,0
909863,5125161,1,0,0
909877,5125162,1,1,0
909903,5125163,1,1,0
909930,5125164,0,0,1
909938,5125165,1,1,0
909973,5125166,0,1,0
910000,5125170,1,0,1
910004,5125172,1,0,1
910009,5125173,0,1,0
910040,5125174,1,0,1
910045,5125175,1,1,0
910046,5125176,0,1,0
910067,5125177,1,0,1
910074,5125178,0,1,0
910097,5125179,0,0,1
910105,5125180,0,0,1
910113,5125181,1,0,1
910143,5125182,1,0,1
910173,5125184,1,1,0
910182,5125185,0,1,0
910199,5125186,0,0,1
910205,5125187,1,0,1
910210,5125188,0,0,1
910216,5125190,1,1,0
910273,5125191,1,1,0
910294,5125192,1,1,0
910315,5125193,1,1,0
910331,5125194,1,1,0
910353,5125196,1,1,0
910356,5125197,0,0,1
910360,5125198,0,0,1
910391,5125200,1,1,0
910393,5125202,1,1,0
910394,5125203,1,1,0
910395,5125205,1,1,0
910397,5125206,1,0,1
910421,5125207,0,0,1
910452,5125208,0,0,1
910456,5125209,1,0,1
910481,5125210,1,1,0
910487,5125212,1,1,0
910539,5125214,0,1,0
910563,5125215,1,1,0
910578,5125216,1,0,0
910588,5125217,1,1,0
910607,5125218,1,1,0
910628,5125219,1,1,0
910651,5125220,1,1,0
910682,5125221,0,1,0
910713,5125222,0,1,0
910744,5125223,1,0,1
910751,5125224,0,0,1
910758,5125225,1,1,0
910799,5125226,0,1,0
910840,5125227,0,1,0
910862,5125229,0,0,1
910870,5125230,1,0,1
910877,5125231,1,1,0
910893,5125232,1,0,1
910897,5125233,1,1,0
910906,5125234,0,0,1
910911,5125235,1,0,0
910933,5125236,1,1,0
910974,5125237,0,0,1
910979,5125238,1,0,1
910990,5125239,1,0,1
911021,5125240,1,1,0
911037,5125242,1,0,1
911050,5125243,1,0,1
911063,5125244,0,1,0
911084,5125245,1,0,1
911099,5125246,1,0,1
911118,5125247,0,1,0
911139,5125248,1,1,0
911154,5125249,1,1,0
911173,5125250,1,1,0
911193,5125251,0,0,1
911197,5125252,1,1,0
911200,5125253,1,0,0
911210,5125254,0,0,1
911226,5125255,0,0,1
911237,5125256,1,1,0
911292,5125257,0,0,1
911309,5125258,1,0,1
911326,5125259,1,0,1
911343,5125260,1,1,0
911350,5125261,0,1,0
911399,5125262,1,1,0
911445,5125263,0,0,1
911458,5125264,0,0,1
911464,5125265,0,0,1
911483,5125266,0,0,1
911502,5125267,1,0,1
911507,5125268,0,0,1
911526,5125269,1,1,0
911570,5125270,1,1,0
911595,5125271,1,1,0
911633,5125272,1,0,1
911673,5125273,1,1,0
911679,5125274,1,1,0
911697,5125275,1,0,1
911718,5125276,1,0,1
911753,5125277,0,0,1
911789,5125280,0,0,1
911804,5125281,1,0,1
911819,5125282,0,0,1
911834,5125283,0,1,0
911855,5125284,0,0,1
911870,5125286,0,1,0
911912,5125288,0,1,0
911954,5125289,1,1,0
911995,5125290,1,1,0
912020,5125291,0,1,0
912046,5125293,0,0,1
912062,5125294,1,0,1
912066,5125295,1,0,1
912071,5125296,1,0,1
912086,5125297,1,0,1
912092,5125299,0,1,0
912146,5125300,1,1,0
912164,5125301,1,0,1
912170,5125302,0,1,0
912187,5125303,1,1,0
912239,5125304,1,0,1
912243,5125305,1,1,0
912264,5125306,0,1,0
912289,5125307,1,0,1
912293,5125308,1,0,1
912304,5125309,1,1,0
912336,5125310,1,0,1
912383,5125311,0,0,1
912389,5125312,1,1,0
912428,5125313,1,0,0
912433,5125314,1,1,0
912462,5125317,1,1,0
912464,5125318,0,0,1
912495,5125319,0,1,0
912515,5125321,0,1,0
912535,5125322,1,0,1
912555,5125323,1,0,1
912559,5125324,1,0,1
912563,5125325,1,1,0
912573,5125326,1,1,0
912580,5125327,1,0,0
912587,5125328,0,0,1
912608,5125330,1,0,1
912639,5125331,1,1,0
912660,5125332,1,0,1
912691,5125333,1,0,0
912701,5125334,0,0,1
912711,5125335,1,1,0
912742,5125336,1,0,1
912763,5125337,0,0,1
912784,5125338,0,0,1
912808,5125339,0,1,0
912839,5125340,1,0,0
912848,5125341,1,1,0
912865,5125342,0,1,0
912868,5125343,0,1,0
912876,5125344,1,1,0
912897,5125345,0,1,0
912905,5125346,1,1,0
912907,5125347,1,1,0
912911,5125348,1,1,0
912924,5125350,0,0,1
912973,5125351,0,1,0
913020,5125352,1,1,0
913066,5125353,0,1,0
913113,5125356,0,0,1
913119,5125357,0,0,1
913125,5125359,0,0,1
913131,5125362,0,0,1
913137,5125363,1,0,1
913142,5125364,0,0,1
913148,5125372,1,1,0
913203,5125373,1,0,1
913214,5125374,1,1,0
913231,5125375,1,1,0
913241,5125376,1,0,1
913246,5125379,1,1,0
913286,5125384,1,1,0
913343,5125385,1,0,1
913354,5125386,1,1,0
913411,5125387,1,0,1
913421,5125388,1,0,1
913439,5125389,0,0,1
913449,5125390,0,1,0
913460,5125391,1,0,1
913469,5125392,0,0,1
913487,5125393,0,0,1
913500,5125394,1,1,0
913532,5125395,1,0,1
913544,5125396,0,1,0
913552,5125397,1,1,0
913576,5125398,0,1,0
913600,5125399,1,1,0
913617,5125400,0,1,0
913641,5125401,0,0,1
913658,5125402,0,0,0
913665,5125403,0,0,0
913672,5125404,0,0,1
913679,5125405,0,0,0
913686,5125406,1,1,0
913692,5125407,1,1,0
913698,5125408,0,0,0
913705,5125409,0,0,0
913712,5125410,1,1,0
913728,5125411,0,1,0
913750,5125412,0,0,1
913754,5125413,0,1,0
913770,5125414,1,1,0
913816,5125415,1,0,0
913828,5125416,0,0,1
913841,5125417,0,1,0
913843,5125418,0,1,0
913854,5125419,0,0,1
913867,5125422,1,0,1
913884,5125425,1,0,1
913908,5125427,1,1,0
913920,5125428,1,0,1
913932,5125429,1,0,1
913962,5125430,1,0,1
913969,5125431,1,0,1
913988,5125432,1,0,1
913999,5125433,1,0,1
914003,5125434,0,1,0
914014,5125437,0,0,0
914038,5125440,1,0,0
914055,5125441,1,1,0
914066,5125443,1,0,1
914089,5125444,0,0,0
914113,5125445,0,0,1
914124,5125447,1,0,1
914164,5125452,1,0,1
914197,5125453,1,0,1
914230,5125454,1,1,0
914237,5125455,1,0,1
914273,5125456,1,0,1
914308,5125457,0,1,0
914324,5125458,0,0,1
914349,5125459,0,1,0
914365,5125460,0,0,1
914369,5125461,1,0,1
914373,5125462,1,0,1
914388,5125463,1,0,1
914399,5125464,1,1,0
914400,5125465,0,0,1
914412,5125466,1,1,0
914433,5125467,1,1,0
914461,5125468,1,0,1
914491,5125471,1,1,0
914508,5125472,0,0,1
914526,5125474,1,1,0
914550,5125475,1,1,0
914565,5125476,1,0,1
914584,5125477,0,0,1
914603,5125478,1,0,1
914607,5125481,1,0,1
914620,5125482,1,0,1
914644,5125483,1,1,0
914689,5125484,1,0,1
914732,5125485,1,0,1
914745,5125486,0,0,1
914789,5125487,1,1,0
914836,5125488,0,1,0
914839,5125489,1,1,0
914842,5125490,1,0,1
914848,5125491,1,1,0
914867,5125495,1,1,0
914884,5125497,1,1,0
914908,5125500,1,0,1
914914,5125501,1,1,0
914936,5125502,1,1,0
914945,5125503,0,0,1
914958,5125504,1,1,0
914970,5125508,0,0,1
914977,5125509,1,0,1
914982,5125510,1,0,0
914992,5125512,0,0,1
914999,5125514,0,0,1
915006,5125515,1,0,1
915012,5125516,1,1,0
915018,5125517,0,0,1
915025,5125518,1,1,0
915036,5125519,1,1,0
915076,5125523,1,0,1
915083,5125524,1,0,0
915097,5125525,1,0,1
915111,5125526,1,1,0
915147,5125527,1,0,1
915192,5125528,1,0,1
915240,5125530,1,1,0
915268,5125531,1,0,1
915272,5125532,1,1,0
915329,5125533,1,1,0
915346,5125534,1,1,0
915367,5125535,1,1,0
915387,5125536,1,1,0
915444,5125537,1,1,0
915473,5125539,1,1,0
915502,5125540,1,1,0
915541,5125542,1,1,0
915566,5125543,1,1,0
915611,5125544,1,0,0
915659,5125545,1,0,1
915695,5125546,1,1,0
915720,5125547,1,1,0
915769,5125548,1,1,0
915773,5125549,1,1,0
915778,5125550,1,1,0
915784,5125551,1,1,0
915794,5125552,0,1,0
915804,5125553,1,1,0
915853,5125554,0,1,0
915867,5125555,0,1,0
915881,5125556,1,1,0
915894,5125557,1,0,1
915898,5125558,1,0,1
915905,5125559,0,1,0
915925,5125560,1,1,0
915944,5125561,1,0,1
915961,5125562,0,1,0
915977,5125563,0,1,0
915980,5125564,0,1,0
915993,5125565,1,1,0
915995,5125566,1,0,1
916010,5125567,1,0,1
916014,5125568,1,1,0
916022,5125569,1,1,0
916050,5125570,0,1,0
916063,5125571,0,0,1
916068,5125572,1,0,1
916087,5125573,0,1,0
916100,5125577,1,1,0
916110,5125579,1,1,0
916113,5125580,1,1,0
916117,5125581,1,1,0
916118,5125584,1,1,0
916152,5125585,1,1,0
916188,5125590,1,0,0
916198,5125591,1,0,1
916210,5125592,1,1,0
916265,5125593,1,0,1
916279,5125594,1,1,0
916280,5125595,1,0,1
916288,5125596,1,1,0
916319,5125597,1,1,0
916329,5125599,1,0,1
916375,5125600,0,1,0
916396,5125601,1,1,0
916412,5125602,1,0,0
916420,5125603,1,0,1
916455,5125604,1,1,0
916476,5125605,1,0,1
916499,5125606,1,1,0
916502,5125607,0,0,1
916526,5125608,1,0,0
916534,5125609,1,1,0
916537,5125610,0,1,0
916540,5125611,1,1,0
916543,5125612,1,1,0
916566,5125613,1,1,0
916616,5125614,0,1,0
916630,5125615,1,0,1
916644,5125616,1,0,1
916649,5125617,1,1,0
916692,5125618,1,1,0
916714,5125619,1,0,1
916727,5125620,1,1,0
916773,5125621,1,1,0
916781,5125622,1,1,0
916817,5125623,1,0,1
916824,5125624,1,1,0
916845,5125625,1,1,0
916872,5125626,1,1,0
916911,5125628,0,1,0
916946,5125630,1,0,0
916966,5125632,0,0,1
916986,5125635,1,1,0
916996,5125636,1,0,1
917024,5125637,1,0,1
917052,5125638,1,0,1
917095,5125639,1,1,0
917142,5125640,0,1,0
917163,5125641,1,0,1
917175,5125642,1,0,1
917200,5125643,1,0,1
917214,5125644,1,0,1
917228,5125650,1,0,1
917244,5125651,1,1,0
917292,5125653,1,0,0
917313,5125655,1,1,0
917368,5125656,1,1,0
917409,5125657,1,1,0
917433,5125658,0,0,1
917474,5125661,0,1,0
917518,5125662,0,1,0
917543,5125663,1,1,0
917577,5125664,1,1,0
917604,5125665,0,1,0
917638,5125666,1,1,0
917676,5125667,1,1,0
917710,5125669,1,0,1
917717,5125670,1,1,0
917736,5125671,1,1,0
917761,5125672,1,0,1
917789,5125674,1,0,1
917801,5125675,0,0,1
917814,5125676,1,0,1
917826,5125677,1,0,1
917841,5125678,1,0,1
917860,5125679,1,0,1
917868,5125680,1,0,1
917875,5125681,1,1,0
917892,5125682,1,1,0
917921,5125684,0,1,0
917951,5125685,0,0,1
917956,5125686,1,0,1
917972,5125687,1,0,1
917977,5125688,1,0,1
917982,5125689,1,1,0
917990,5125690,1,0,1
917999,5125693,1,0,1
918005,5125694,0,1,0
918035,5125695,0,1,0
918045,5125696,1,1,0
918073,5125697,0,1,0
918100,5125698,0,1,0
918107,5125699,1,0,0
918122,5125700,1,1,0
918151,5125701,0,1,0
918181,5125702,0,0,1
918191,5125703,1,0,1
918200,5125704,0,0,0
918210,5125705,0,0,1
918220,5125707,1,1,0
918269,5125708,1,1,0
918326,5125710,1,1,0
918349,5125712,1,1,0
918399,5125714,0,1,0
918436,5125716,1,0,0
918458,5125717,1,1,0
918483,5125718,1,1,0
918509,5125719,0,1,0
918535,5125720,1,1,0
918572,5125721,1,1,0
918629,5125722,1,1,0
918677,5125723,0,1,0
918692,5125725,1,1,0
918740,5125726,1,0,0
918750,5125727,0,0,1
918779,5125728,0,0,1
918789,5125729,1,0,1
918799,5125730,0,0,1
918809,5125734,1,1,0
918834,5125735,1,1,0
918879,5125736,0,1,0
918914,5125737,0,1,0
918961,5125740,0,1,0
918987,5125741,0,1,0
919000,5125743,1,0,1
919013,5125744,1,0,1
919019,5125745,1,1,0
919032,5125746,1,1,0
919060,5125747,1,1,0
919086,5125748,0,1,0
919122,5125749,1,1,0
919147,5125750,1,1,0
919172,5125751,1,0,1
919185,5125752,1,0,1
919235,5125754,1,1,0
919257,5125755,0,1,0
919279,5125756,0,1,0
919301,5125758,1,1,0
919308,5125761,1,0,0
919314,5125763,1,0,0
919319,5125764,1,1,0
919356,5125766,1,0,1
919365,5125768,1,0,0
919376,5125769,1,1,0
919395,5125770,0,1,0
919418,5125771,0,1,0
919444,5125775,1,1,0
919464,5125778,0,1,0
919490,5125779,0,1,0
919516,5125780,0,0,1
919525,5125781,1,1,0
919543,5125782,1,1,0
919560,5125783,1,0,1
919565,5125784,1,1,0
919574,5125785,0,0,1
919583,5125786,1,1,0
919606,5125787,1,1,0
919630,5125788,0,1,0
919656,5125789,0,0,1
919665,5125790,0,1,0
919691,5125791,0,1,0
919710,5125793,0,1,0
919736,5125796,1,1,0
919754,5125797,1,0,0
919769,5125798,1,1,0
919828,5125799,0,0,1
919834,5125800,1,0,1
919840,5125802,1,1,0
919894,5125803,0,0,1
919909,5125804,1,0,1
919914,5125805,1,0,0
919919,5125806,0,0,1
919924,5125807,0,0,1
919929,5125808,0,1,0
919964,5125809,1,1,0
920002,5125810,1,1,0
920049,5125811,1,1,0
920086,5125812,1,1,0
920104,5125813,1,1,0
920134,5125815,1,1,0
920180,5125816,1,1,0
920227,5125818,0,1,0
920274,5125819,1,1,0
920316,5125822,1,1,0
920346,5125824,1,1,0
920388,5125826,1,1,0
920427,5125827,0,1,0
920457,5125828,1,1,0
920483,5125829,0,1,0
920513,5125830,0,0,0
920559,5125831,1,1,0
920578,5125832,1,0,0
920589,5125833,1,0,1
920605,5125834,0,1,0
920655,5125835,1,1,0
920705,5125836,1,1,0
920753,5125837,1,1,0
920803,5125840,0,1,0
920844,5125841,1,1,0
920853,5125842,1,1,0
920883,5125843,0,1,0
920914,5125846,0,1,0
920931,5125847,0,1,0
920948,5125848,0,0,1
920955,5125849,0,0,1
920962,5125850,0,1,0
920985,5125851,0,0,1
920992,5125852,1,0,1
921001,5125853,0,0,1
921008,5125854,1,0,1
921015,5125855,0,0,1
921022,5125856,0,1,0
921066,5125859,1,1,0
921079,5125860,1,0,1
921120,5125862,1,1,0
921145,5125863,1,0,1
921157,5125864,1,1,0
921181,5125865,0,0,1
921197,5125866,1,1,0
921230,5125867,1,1,0
921260,5125868,1,1,0
921296,5125869,0,1,0
921305,5125870,1,0,0
921313,5125874,0,1,0
921353,5125875,1,1,0
921394,5125876,1,1,0
921396,5125877,1,1,0
921404,5125878,1,1,0
921405,5125879,0,1,0
921416,5125880,1,1,0
921426,5125881,1,1,0
921436,5125882,1,1,0
921447,5125883,1,1,0
921472,5125884,1,1,0
921491,5125885,1,1,0
921511,5125888,1,1,0
921531,5125889,1,1,0
921590,5125890,1,1,0
921613,5125891,0,1,0
921638,5125892,1,1,0
921663,5125893,0,1,0
921686,5125896,0,1,0
921697,5125897,0,1,0
921708,5125898,0,1,0
921719,5125899,1,1,0
921767,5125900,0,1,0
921778,5125901,0,0,1
921789,5125902,1,1,0
921846,5125905,1,1,0
921866,5125906,1,1,0
921899,5125907,0,1,0
921939,5125908,1,1,0
921960,5125909,0,0,1
921964,5125910,1,1,0
921968,5125911,1,0,1
921972,5125912,0,0,1
921976,5125914,1,1,0
922021,5125916,0,1,0
922038,5125917,1,1,0
922061,5125918,1,0,1
922077,5125919,1,1,0
922085,5125920,1,1,0
922087,5125921,1,0,1
922123,5125922,1,1,0
922168,5125924,1,0,1
922173,5125926,1,0,1
922178,5125927,1,1,0
922182,5125928,1,1,0
922187,5125929,0,1,0
922192,5125930,1,1,0
922194,5125932,1,1,0
922201,5125933,1,1,0
922218,5125934,1,1,0
922277,5125935,1,1,0
922278,5125936,0,0,1
922332,5125937,1,1,0
922345,5125938,1,1,0
922400,5125939,1,1,0
922411,5125940,1,1,0
922412,5125945,1,1,0
922468,5125946,1,1,0
922524,5125949,1,1,0
922554,5125950,1,1,0
922578,5125951,0,1,0
922608,5125952,1,1,0
922640,5125953,0,1,0
922649,5125956,1,1,0
922705,5125959,1,1,0
922761,5125961,1,1,0
922804,5125965,1,1,0
922825,5125966,1,1,0
922846,5125967,1,0,1
922854,5125969,0,0,1
922862,5125970,1,1,0
922873,5125971,1,1,0
922884,5125972,1,1,0
922891,5125974,1,1,0
922923,5125976,1,1,0
922960,5125977,0,0,1
922967,5125978,0,1,0
922988,5125979,1,0,1
923004,5125980,1,0,1
923026,5125982,0,0,1
923047,5125983,0,0,1
923068,5125984,1,1,0
923088,5125985,1,0,1
923100,5125986,0,0,1
923121,5125987,1,1,0
923138,5125988,0,0,1
923159,5125989,0,1,0
923176,5125992,1,1,0
923193,5125993,1,1,0
923215,5125995,1,1,0
923266,5125996,1,1,0
923321,5125998,1,1,0
923372,5126001,1,0,0
923384,5126002,0,1,0
923418,5126003,1,0,1
923426,5126004,0,0,1
923445,5126005,0,0,1
923457,5126006,0,0,1
923476,5126007,1,1,0
923525,5126008,0,0,1
923544,5126009,0,1,0
923561,5126010,1,0,1
923574,5126011,1,1,0
923614,5126012,1,0,0
923646,5126013,1,0,1
923651,5126014,1,1,0
923668,5126015,1,0,1
923680,5126016,1,1,0
923706,5126017,0,1,0
923734,5126018,0,0,1
923745,5126019,0,0,1
923756,5126020,1,1,0
923778,5126021,1,0,1
923790,5126022,1,1,0
923797,5126023,1,0,1
923822,5126024,0,1,0
923838,5126025,1,0,0
923850,5126026,1,0,0
923862,5126027,1,1,0
923896,5126028,1,1,0
923898,5126029,0,0,1
923917,5126033,1,1,0
923935,5126034,1,1,0
923947,5126035,1,1,0
923965,5126036,1,0,1
923984,5126039,1,1,0
924012,5126040,0,1,0
924041,5126041,1,1,0
924052,5126042,0,1,0
924081,5126043,1,0,1
924101,5126044,0,0,1
924112,5126046,1,1,0
924135,5126047,1,0,0
924150,5126048,0,1,0
924156,5126050,1,1,0
924158,5126051,1,1,0
924196,5126052,1,1,0
924246,5126053,1,0,1
924279,5126054,1,1,0
924292,5126057,1,1,0
924352,5126058,1,1,0
924358,5126059,0,1,0
924364,5126060,1,1,0
924423,5126061,0,1,0
924433,5126062,1,1,0
924443,5126063,0,1,0
924450,5126064,1,1,0
924496,5126065,1,1,0
924547,5126067,1,0,1
924555,5126068,0,0,1
924573,5126069,1,0,1
924590,5126071,1,1,0
924592,5126073,1,0,1
924610,5126074,1,1,0
924627,5126075,1,1,0
924684,5126076,1,1,0
924731,5126077,1,1,0
924745,5126078,1,0,1
924751,5126079,1,1,0
924766,5126080,1,1,0
924792,5126081,0,1,0
924794,5126082,0,1,0
924822,5126083,1,1,0
924823,5126084,0,1,0
924849,5126085,0,1,0
924851,5126087,1,1,0
924866,5126088,1,0,1
924870,5126089,0,1,0
924898,5126090,1,1,0
924913,5126091,1,0,1
924927,5126092,1,0,1
924950,5126093,0,1,0
924972,5126094,1,0,1
924978,5126095,1,0,1
924991,5126096,1,1,0
925013,5126097,1,0,1
925036,5126098,0,1,0
925059,5126099,1,1,0
925064,5126100,1,1,0
925086,5126101,0,1,0
925097,5126102,1,1,0
925116,5126103,1,1,0
925127,5126104,1,1,0
925134,5126105,1,1,0
925180,5126108,0,1,0
925226,5126110,1,0,1
925230,5126111,1,0,1
925235,5126112,0,0,1
925240,5126113,0,1,0
925247,5126114,1,0,1
925266,5126115,0,0,1
925278,5126116,0,0,1
925290,5126117,0,0,1
925302,5126118,1,0,1
925310,5126119,1,0,1
925318,5126121,1,0,1
925328,5126122,1,0,1
