OCCUPATION_TYPE,DAYS_BIRTH_CATEGORIZED,AMT_INCOME_TOTAL_CATEGORIZED,FLAG_EMAIL,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CNT_FAM_MEMBERS_CATEGORIZED,GOOD_BAD,Unnamed: 0_x,ID,Unnamed: 0_y,NUMBER_OF_RECORDS,cumsum,Percentage
Not provided,under 40ties,high income,0,Separated,Secondary / secondary special,Commercial associate,couple,1,28,28,28,28,75,37.333333333333336
Not provided,under 40ties,high income,0,Separated,Secondary / secondary special,State servant,couple,0,13,13,13,13,13,100.0
Not provided,under 40ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,0,42,42,42,42,42,100.0
Not provided,under 40ties,high income,0,Separated,Secondary / secondary special,Working,2+2,1,49,49,49,49,49,100.0
Not provided,under 40ties,high income,0,Separated,Secondary / secondary special,Working,couple,0,39,39,39,39,214,18.22429906542056
Not provided,under 40ties,high income,0,Separated,Secondary / secondary special,Working,couple,1,175,175,175,175,214,81.77570093457945
Not provided,under 40ties,high income,0,Single / not married,Higher education,Commercial associate,1 person household,0,37,37,37,37,208,17.78846153846154
Not provided,under 40ties,high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,171,171,171,171,208,82.21153846153845
Not provided,under 40ties,high income,0,Single / not married,Higher education,State servant,1 person household,1,14,14,14,14,14,100.0
Not provided,under 40ties,high income,0,Single / not married,Higher education,Working,1 person household,0,76,76,76,76,622,12.218649517684888
Not provided,under 40ties,high income,0,Single / not married,Higher education,Working,1 person household,1,546,546,546,546,622,87.78135048231512
Not provided,under 40ties,high income,0,Single / not married,Incomplete higher,Commercial associate,1 person household,1,44,44,44,44,44,100.0
Not provided,under 40ties,high income,0,Single / not married,Incomplete higher,State servant,1 person household,1,43,43,43,43,43,100.0
Not provided,under 40ties,high income,0,Single / not married,Incomplete higher,Working,1 person household,1,38,38,38,38,38,100.0
Not provided,under 40ties,high income,0,Single / not married,Incomplete higher,Working,couple,1,161,161,161,161,161,100.0
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,155,155,155,155,381,40.68241469816273
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,226,226,226,226,381,59.31758530183727
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,0,12,12,12,12,12,100.0
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,State servant,couple,1,13,13,13,13,13,100.0
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,65,65,65,65,186,34.946236559139784
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,121,121,121,121,186,65.05376344086021
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,2+2,0,157,157,157,157,157,100.0
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,0,17,17,17,17,62,27.419354838709676
Not provided,under 40ties,high income,0,Single / not married,Secondary / secondary special,Working,couple,1,45,45,45,45,62,72.58064516129032
Not provided,under 40ties,high income,0,Widow,Secondary / secondary special,Pensioner,1 person household,0,18,18,18,18,18,100.0
Not provided,under 40ties,high income,1,Civil marriage,Secondary / secondary special,Working,2+1,0,105,105,105,105,105,100.0
Not provided,under 40ties,high income,1,Civil marriage,Secondary / secondary special,Working,big family,0,38,38,38,38,157,24.203821656050955
Not provided,under 40ties,high income,1,Civil marriage,Secondary / secondary special,Working,big family,1,119,119,119,119,157,75.79617834394905
Not provided,under 40ties,high income,1,Married,Higher education,Commercial associate,2+2,0,17,17,17,17,212,8.018867924528301
Not provided,under 40ties,high income,1,Married,Higher education,Commercial associate,2+2,1,195,195,195,195,212,91.98113207547169
Not provided,under 40ties,high income,1,Married,Higher education,Pensioner,2+1,1,29,29,29,29,29,100.0
Not provided,under 40ties,high income,1,Married,Higher education,Working,2+2,1,26,26,26,26,26,100.0
Not provided,under 40ties,high income,1,Married,Higher education,Working,couple,0,10,10,10,10,38,26.31578947368421
Not provided,under 40ties,high income,1,Married,Higher education,Working,couple,1,28,28,28,28,38,73.68421052631578
Not provided,under 40ties,high income,1,Married,Incomplete higher,Commercial associate,2+1,0,46,46,46,46,204,22.54901960784314
Not provided,under 40ties,high income,1,Married,Incomplete higher,Commercial associate,2+1,1,158,158,158,158,204,77.45098039215686
Not provided,under 40ties,high income,1,Married,Incomplete higher,Commercial associate,2+2,0,33,33,33,33,33,100.0
Not provided,under 40ties,high income,1,Married,Incomplete higher,Working,couple,0,38,38,38,38,141,26.95035460992908
Not provided,under 40ties,high income,1,Married,Incomplete higher,Working,couple,1,103,103,103,103,141,73.04964539007092
Not provided,under 40ties,high income,1,Married,Secondary / secondary special,State servant,couple,1,200,200,200,200,200,100.0
Not provided,under 40ties,high income,1,Married,Secondary / secondary special,Working,2+1,1,263,263,263,263,263,100.0
Not provided,under 40ties,high income,1,Married,Secondary / secondary special,Working,2+2,1,3,3,3,3,3,100.0
Not provided,under 40ties,high income,1,Married,Secondary / secondary special,Working,couple,1,66,66,66,66,66,100.0
Not provided,under 40ties,high income,1,Single / not married,Higher education,Commercial associate,1 person household,0,21,21,21,21,21,100.0
Not provided,under 40ties,high income,1,Single / not married,Higher education,Working,1 person household,0,38,38,38,38,38,100.0
Not provided,under 40ties,high income,1,Single / not married,Secondary / secondary special,Working,couple,0,40,40,40,40,43,93.02325581395348
Not provided,under 40ties,high income,1,Single / not married,Secondary / secondary special,Working,couple,1,3,3,3,3,43,6.976744186046512
Not provided,under 40ties,medium income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,78,78,78,78,78,100.0
Not provided,under 40ties,medium income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,9,9,9,9,9,100.0
Not provided,under 40ties,medium income,0,Married,Higher education,Commercial associate,2+1,0,8,8,8,8,8,100.0
Not provided,under 40ties,medium income,0,Married,Higher education,Commercial associate,couple,1,3,3,3,3,3,100.0
Not provided,under 40ties,medium income,0,Married,Higher education,State servant,2+2,0,16,16,16,16,75,21.333333333333336
Not provided,under 40ties,medium income,0,Married,Higher education,State servant,2+2,1,59,59,59,59,75,78.66666666666666
Not provided,under 40ties,medium income,0,Married,Higher education,State servant,couple,1,141,141,141,141,141,100.0
Not provided,under 40ties,medium income,0,Married,Higher education,Working,2+1,0,24,24,24,24,154,15.584415584415584
Not provided,under 40ties,medium income,0,Married,Higher education,Working,2+1,1,130,130,130,130,154,84.4155844155844
Not provided,under 40ties,medium income,0,Married,Higher education,Working,2+2,0,44,44,44,44,255,17.254901960784313
Not provided,under 40ties,medium income,0,Married,Higher education,Working,2+2,1,211,211,211,211,255,82.74509803921568
Not provided,under 40ties,medium income,0,Married,Higher education,Working,big family,1,16,16,16,16,16,100.0
Not provided,under 40ties,medium income,0,Married,Higher education,Working,couple,0,28,28,28,28,104,26.923076923076923
Not provided,under 40ties,medium income,0,Married,Higher education,Working,couple,1,76,76,76,76,104,73.07692307692307
Not provided,under 40ties,medium income,0,Married,Incomplete higher,Commercial associate,couple,1,43,43,43,43,43,100.0
Not provided,under 40ties,medium income,0,Married,Incomplete higher,Working,2+1,0,69,69,69,69,97,71.1340206185567
Not provided,under 40ties,medium income,0,Married,Incomplete higher,Working,2+1,1,28,28,28,28,97,28.865979381443296
Not provided,under 40ties,medium income,0,Married,Lower secondary,Pensioner,2+1,0,40,40,40,40,87,45.97701149425287
Not provided,under 40ties,medium income,0,Married,Lower secondary,Pensioner,2+1,1,47,47,47,47,87,54.02298850574713
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,15,15,15,15,15,100.0
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,132,132,132,132,132,100.0
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,0,11,11,11,11,234,4.700854700854701
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,1,223,223,223,223,234,95.2991452991453
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+1,0,137,137,137,137,241,56.84647302904564
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+1,1,104,104,104,104,241,43.15352697095436
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+2,0,153,153,153,153,438,34.93150684931507
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Working,2+2,1,285,285,285,285,438,65.06849315068493
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Working,big family,1,39,39,39,39,39,100.0
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,260,260,260,260,791,32.86978508217446
Not provided,under 40ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,531,531,531,531,791,67.13021491782554
Not provided,under 40ties,medium income,0,Separated,Secondary / secondary special,State servant,1 person household,1,417,417,417,417,417,100.0
Not provided,under 40ties,medium income,0,Separated,Secondary / secondary special,Working,2+1,1,32,32,32,32,32,100.0
Not provided,under 40ties,medium income,0,Single / not married,Incomplete higher,Working,1 person household,1,25,25,25,25,25,100.0
Not provided,under 40ties,medium income,0,Single / not married,Secondary / secondary special,Working,couple,0,19,19,19,19,19,100.0
Not provided,under 40ties,medium income,1,Married,Higher education,Working,couple,0,18,18,18,18,215,8.372093023255815
Not provided,under 40ties,medium income,1,Married,Higher education,Working,couple,1,197,197,197,197,215,91.62790697674419
Not provided,under 40ties,medium income,1,Married,Secondary / secondary special,Commercial associate,2+1,0,18,18,18,18,86,20.930232558139537
Not provided,under 40ties,medium income,1,Married,Secondary / secondary special,Commercial associate,2+1,1,68,68,68,68,86,79.06976744186046
Not provided,under 40ties,medium income,1,Married,Secondary / secondary special,Pensioner,2+2,0,14,14,14,14,14,100.0
Not provided,under 40ties,medium income,1,Married,Secondary / secondary special,State servant,big family,0,6,6,6,6,72,8.333333333333332
Not provided,under 40ties,medium income,1,Married,Secondary / secondary special,State servant,big family,1,66,66,66,66,72,91.66666666666666
Not provided,under 40ties,medium income,1,Married,Secondary / secondary special,Working,2+1,1,10,10,10,10,10,100.0
Not provided,under 40ties,medium income,1,Married,Secondary / secondary special,Working,2+2,1,15,15,15,15,15,100.0
Not provided,under 40ties,very high income,0,Civil marriage,Higher education,Commercial associate,couple,1,5,5,5,5,5,100.0
Not provided,under 40ties,very high income,0,Civil marriage,Higher education,State servant,2+1,0,28,28,28,28,82,34.146341463414636
Not provided,under 40ties,very high income,0,Civil marriage,Higher education,State servant,2+1,1,54,54,54,54,82,65.85365853658537
Not provided,under 40ties,very high income,0,Civil marriage,Higher education,Working,couple,0,80,80,80,80,189,42.32804232804233
Not provided,under 40ties,very high income,0,Civil marriage,Higher education,Working,couple,1,109,109,109,109,189,57.67195767195767
Not provided,under 40ties,very high income,0,Civil marriage,Incomplete higher,Commercial associate,couple,0,30,30,30,30,56,53.57142857142857
Not provided,under 40ties,very high income,0,Civil marriage,Incomplete higher,Commercial associate,couple,1,26,26,26,26,56,46.42857142857143
Not provided,under 40ties,very high income,0,Civil marriage,Incomplete higher,Working,couple,0,18,18,18,18,35,51.42857142857142
Not provided,under 40ties,very high income,0,Civil marriage,Incomplete higher,Working,couple,1,17,17,17,17,35,48.57142857142857
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+1,0,66,66,66,66,179,36.87150837988827
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+1,1,113,113,113,113,179,63.128491620111724
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+2,0,30,30,30,30,30,100.0
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,0,197,197,197,197,785,25.095541401273884
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,1,588,588,588,588,785,74.90445859872611
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,State servant,couple,1,31,31,31,31,31,100.0
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,77,77,77,77,77,100.0
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Working,2+2,0,28,28,28,28,63,44.44444444444444
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Working,2+2,1,35,35,35,35,63,55.55555555555556
Not provided,under 40ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,141,141,141,141,141,100.0
Not provided,under 40ties,very high income,0,Married,Higher education,Commercial associate,2+1,1,601,601,601,601,601,100.0
Not provided,under 40ties,very high income,0,Married,Higher education,Commercial associate,2+2,0,30,30,30,30,516,5.813953488372093
Not provided,under 40ties,very high income,0,Married,Higher education,Commercial associate,2+2,1,486,486,486,486,516,94.18604651162791
Not provided,under 40ties,very high income,0,Married,Higher education,Commercial associate,big family,1,27,27,27,27,27,100.0
Not provided,under 40ties,very high income,0,Married,Higher education,Commercial associate,couple,0,241,241,241,241,666,36.186186186186184
Not provided,under 40ties,very high income,0,Married,Higher education,Commercial associate,couple,1,425,425,425,425,666,63.813813813813816
Not provided,under 40ties,very high income,0,Married,Higher education,Pensioner,2+1,0,27,27,27,27,106,25.471698113207548
Not provided,under 40ties,very high income,0,Married,Higher education,Pensioner,2+1,1,79,79,79,79,106,74.52830188679245
Not provided,under 40ties,very high income,0,Married,Higher education,Pensioner,couple,1,37,37,37,37,37,100.0
Not provided,under 40ties,very high income,0,Married,Higher education,State servant,2+1,0,159,159,159,159,709,22.425952045133993
Not provided,under 40ties,very high income,0,Married,Higher education,State servant,2+1,1,550,550,550,550,709,77.574047954866
Not provided,under 40ties,very high income,0,Married,Higher education,State servant,2+2,0,60,60,60,60,193,31.088082901554404
Not provided,under 40ties,very high income,0,Married,Higher education,State servant,2+2,1,133,133,133,133,193,68.9119170984456
Not provided,under 40ties,very high income,0,Married,Higher education,State servant,couple,0,96,96,96,96,262,36.6412213740458
Not provided,under 40ties,very high income,0,Married,Higher education,State servant,couple,1,166,166,166,166,262,63.358778625954194
Not provided,under 40ties,very high income,0,Married,Higher education,Working,2+1,0,113,113,113,113,442,25.565610859728505
Not provided,under 40ties,very high income,0,Married,Higher education,Working,2+1,1,329,329,329,329,442,74.43438914027149
Not provided,under 40ties,very high income,0,Married,Higher education,Working,2+2,0,175,175,175,175,396,44.19191919191919
Not provided,under 40ties,very high income,0,Married,Higher education,Working,2+2,1,221,221,221,221,396,55.80808080808081
Not provided,under 40ties,very high income,0,Married,Higher education,Working,couple,0,342,342,342,342,916,37.33624454148472
Not provided,under 40ties,very high income,0,Married,Higher education,Working,couple,1,574,574,574,574,916,62.66375545851528
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Commercial associate,2+1,0,25,25,25,25,189,13.227513227513226
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Commercial associate,2+1,1,164,164,164,164,189,86.77248677248677
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Commercial associate,2+2,0,29,29,29,29,29,100.0
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Commercial associate,couple,0,11,11,11,11,16,68.75
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Commercial associate,couple,1,5,5,5,5,16,31.25
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Working,2+1,0,177,177,177,177,767,23.076923076923077
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Working,2+1,1,590,590,590,590,767,76.92307692307693
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Working,2+2,0,17,17,17,17,151,11.258278145695364
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Working,2+2,1,134,134,134,134,151,88.74172185430463
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Working,big family,0,58,58,58,58,58,100.0
Not provided,under 40ties,very high income,0,Married,Incomplete higher,Working,couple,1,169,169,169,169,169,100.0
Not provided,under 40ties,very high income,0,Married,Lower secondary,Working,big family,0,6,6,6,6,6,100.0
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+1,0,130,130,130,130,298,43.624161073825505
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,168,168,168,168,298,56.375838926174495
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,7,7,7,7,97,7.216494845360824
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,90,90,90,90,97,92.78350515463917
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,299,299,299,299,788,37.944162436548226
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,489,489,489,489,788,62.055837563451774
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Pensioner,couple,0,80,80,80,80,112,71.42857142857143
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Pensioner,couple,1,32,32,32,32,112,28.57142857142857
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,State servant,couple,0,95,95,95,95,217,43.77880184331797
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,State servant,couple,1,122,122,122,122,217,56.22119815668203
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,2+1,0,163,163,163,163,516,31.589147286821706
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,353,353,353,353,516,68.4108527131783
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,2+2,0,192,192,192,192,425,45.1764705882353
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,2+2,1,233,233,233,233,425,54.8235294117647
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,big family,0,26,26,26,26,784,3.316326530612245
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,big family,1,758,758,758,758,784,96.68367346938776
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,391,391,391,391,1308,29.89296636085627
Not provided,under 40ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,917,917,917,917,1308,70.10703363914374
Not provided,under 40ties,very high income,0,Separated,Higher education,Commercial associate,1 person household,0,80,80,80,80,80,100.0
Not provided,under 40ties,very high income,0,Separated,Higher education,Working,1 person household,0,8,8,8,8,90,8.88888888888889
Not provided,under 40ties,very high income,0,Separated,Higher education,Working,1 person household,1,82,82,82,82,90,91.11111111111111
Not provided,under 40ties,very high income,0,Separated,Higher education,Working,couple,0,24,24,24,24,187,12.834224598930483
Not provided,under 40ties,very high income,0,Separated,Higher education,Working,couple,1,163,163,163,163,187,87.16577540106952
Not provided,under 40ties,very high income,0,Separated,Secondary / secondary special,Commercial associate,couple,1,77,77,77,77,77,100.0
Not provided,under 40ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,1,37,37,37,37,37,100.0
Not provided,under 40ties,very high income,0,Separated,Secondary / secondary special,Working,couple,0,30,30,30,30,250,12.0
Not provided,under 40ties,very high income,0,Separated,Secondary / secondary special,Working,couple,1,220,220,220,220,250,88.0
Not provided,under 40ties,very high income,0,Single / not married,Academic degree,Working,couple,0,16,16,16,16,171,9.35672514619883
Not provided,under 40ties,very high income,0,Single / not married,Academic degree,Working,couple,1,155,155,155,155,171,90.64327485380117
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,0,41,41,41,41,303,13.531353135313532
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,262,262,262,262,303,86.46864686468648
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Commercial associate,couple,0,29,29,29,29,231,12.554112554112553
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Commercial associate,couple,1,202,202,202,202,231,87.44588744588745
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Working,1 person household,0,20,20,20,20,168,11.904761904761903
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Working,1 person household,1,148,148,148,148,168,88.09523809523809
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Working,2+2,1,42,42,42,42,42,100.0
Not provided,under 40ties,very high income,0,Single / not married,Higher education,Working,couple,1,11,11,11,11,11,100.0
Not provided,under 40ties,very high income,0,Single / not married,Incomplete higher,Working,1 person household,1,210,210,210,210,210,100.0
Not provided,under 40ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,21,21,21,21,42,50.0
Not provided,under 40ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,21,21,21,21,42,50.0
Not provided,under 40ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,3,3,3,3,3,100.0
Not provided,under 40ties,very high income,0,Single / not married,Secondary / secondary special,Working,couple,0,41,41,41,41,41,100.0
Not provided,under 40ties,very high income,0,Widow,Secondary / secondary special,Pensioner,2+2,1,42,42,42,42,42,100.0
Not provided,under 40ties,very high income,1,Civil marriage,Higher education,Working,couple,1,18,18,18,18,18,100.0
Not provided,under 40ties,very high income,1,Married,Higher education,Commercial associate,2+1,0,121,121,121,121,553,21.880650994575046
Not provided,under 40ties,very high income,1,Married,Higher education,Commercial associate,2+1,1,432,432,432,432,553,78.11934900542495
Not provided,under 40ties,very high income,1,Married,Higher education,Commercial associate,couple,0,65,65,65,65,349,18.624641833810887
Not provided,under 40ties,very high income,1,Married,Higher education,Commercial associate,couple,1,284,284,284,284,349,81.37535816618912
Not provided,under 40ties,very high income,1,Married,Higher education,Working,couple,1,208,208,208,208,208,100.0
Not provided,under 40ties,very high income,1,Married,Incomplete higher,Commercial associate,big family,0,47,47,47,47,234,20.085470085470085
Not provided,under 40ties,very high income,1,Married,Incomplete higher,Commercial associate,big family,1,187,187,187,187,234,79.91452991452992
Not provided,under 40ties,very high income,1,Married,Secondary / secondary special,Working,2+2,1,200,200,200,200,200,100.0
Not provided,under 40ties,very high income,1,Married,Secondary / secondary special,Working,big family,1,14,14,14,14,14,100.0
Not provided,under 40ties,very high income,1,Married,Secondary / secondary special,Working,couple,0,88,88,88,88,119,73.94957983193278
Not provided,under 40ties,very high income,1,Married,Secondary / secondary special,Working,couple,1,31,31,31,31,119,26.05042016806723
Not provided,under 40ties,very high income,1,Separated,Higher education,Working,1 person household,0,13,13,13,13,29,44.827586206896555
Not provided,under 40ties,very high income,1,Separated,Higher education,Working,1 person household,1,16,16,16,16,29,55.172413793103445
Not provided,under 40ties,very high income,1,Separated,Secondary / secondary special,Commercial associate,couple,0,60,60,60,60,60,100.0
Not provided,under 40ties,very high income,1,Single / not married,Higher education,Commercial associate,1 person household,0,27,27,27,27,99,27.27272727272727
Not provided,under 40ties,very high income,1,Single / not married,Higher education,Commercial associate,1 person household,1,72,72,72,72,99,72.72727272727273
Not provided,under 40ties,very high income,1,Single / not married,Higher education,Working,1 person household,0,11,11,11,11,11,100.0
Not provided,under 40ties,very high income,1,Single / not married,Higher education,Working,2+1,0,38,38,38,38,197,19.289340101522843
Not provided,under 40ties,very high income,1,Single / not married,Higher education,Working,2+1,1,159,159,159,159,197,80.71065989847716
Not provided,under 40ties,very high income,1,Single / not married,Secondary / secondary special,Working,1 person household,1,217,217,217,217,217,100.0
Not provided,under 40ties,very low income,0,Married,Secondary / secondary special,Pensioner,big family,0,38,38,38,38,40,95.0
Not provided,under 40ties,very low income,0,Married,Secondary / secondary special,Pensioner,big family,1,2,2,2,2,40,5.0
Not provided,under 40ties,very low income,0,Married,Secondary / secondary special,Working,2+1,1,101,101,101,101,101,100.0
Not provided,under 40ties,very low income,0,Married,Secondary / secondary special,Working,couple,0,9,9,9,9,9,100.0
Not provided,under 50ties,high income,0,Civil marriage,Academic degree,Working,2+1,0,31,31,31,31,34,91.17647058823529
Not provided,under 50ties,high income,0,Civil marriage,Academic degree,Working,2+1,1,3,3,3,3,34,8.823529411764707
Not provided,under 50ties,high income,0,Civil marriage,Higher education,Working,couple,0,78,78,78,78,81,96.29629629629629
Not provided,under 50ties,high income,0,Civil marriage,Higher education,Working,couple,1,3,3,3,3,81,3.7037037037037033
Not provided,under 50ties,high income,0,Civil marriage,Incomplete higher,Commercial associate,2+1,0,42,42,42,42,42,100.0
Not provided,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+1,1,40,40,40,40,40,100.0
Not provided,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Pensioner,2+1,0,15,15,15,15,15,100.0
Not provided,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,47,47,47,47,157,29.936305732484076
Not provided,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,110,110,110,110,157,70.06369426751591
Not provided,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,49,49,49,49,140,35.0
Not provided,under 50ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,91,91,91,91,140,65.0
Not provided,under 50ties,high income,0,Married,Higher education,Commercial associate,2+1,1,32,32,32,32,32,100.0
Not provided,under 50ties,high income,0,Married,Higher education,Commercial associate,2+2,0,12,12,12,12,35,34.285714285714285
Not provided,under 50ties,high income,0,Married,Higher education,Commercial associate,2+2,1,23,23,23,23,35,65.71428571428571
Not provided,under 50ties,high income,0,Married,Higher education,Commercial associate,couple,0,204,204,204,204,1056,19.318181818181817
Not provided,under 50ties,high income,0,Married,Higher education,Commercial associate,couple,1,852,852,852,852,1056,80.68181818181817
Not provided,under 50ties,high income,0,Married,Higher education,Pensioner,2+2,0,13,13,13,13,132,9.848484848484848
Not provided,under 50ties,high income,0,Married,Higher education,Pensioner,2+2,1,119,119,119,119,132,90.15151515151516
Not provided,under 50ties,high income,0,Married,Higher education,Pensioner,couple,0,75,75,75,75,407,18.42751842751843
Not provided,under 50ties,high income,0,Married,Higher education,Pensioner,couple,1,332,332,332,332,407,81.57248157248156
Not provided,under 50ties,high income,0,Married,Higher education,State servant,couple,0,20,20,20,20,197,10.152284263959391
Not provided,under 50ties,high income,0,Married,Higher education,State servant,couple,1,177,177,177,177,197,89.84771573604061
Not provided,under 50ties,high income,0,Married,Higher education,Working,2+1,0,72,72,72,72,189,38.095238095238095
Not provided,under 50ties,high income,0,Married,Higher education,Working,2+1,1,117,117,117,117,189,61.904761904761905
Not provided,under 50ties,high income,0,Married,Higher education,Working,2+2,0,9,9,9,9,172,5.232558139534884
Not provided,under 50ties,high income,0,Married,Higher education,Working,2+2,1,163,163,163,163,172,94.76744186046511
Not provided,under 50ties,high income,0,Married,Higher education,Working,couple,0,475,475,475,475,1115,42.600896860986545
Not provided,under 50ties,high income,0,Married,Higher education,Working,couple,1,640,640,640,640,1115,57.399103139013455
Not provided,under 50ties,high income,0,Married,Incomplete higher,State servant,couple,0,71,71,71,71,71,100.0
Not provided,under 50ties,high income,0,Married,Incomplete higher,Working,2+1,0,68,68,68,68,589,11.544991511035652
Not provided,under 50ties,high income,0,Married,Incomplete higher,Working,2+1,1,521,521,521,521,589,88.45500848896435
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,17,17,17,17,17,100.0
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,76,76,76,76,183,41.53005464480874
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,107,107,107,107,183,58.46994535519126
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,404,404,404,404,1035,39.03381642512077
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,631,631,631,631,1035,60.96618357487923
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Pensioner,2+1,0,27,27,27,27,249,10.843373493975903
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Pensioner,2+1,1,222,222,222,222,249,89.1566265060241
